"","Incident_ID","Reliability","Date","Quarter","Full_Location","School","City","State","School_Level","Location","Location_Type","During_School","Time_Period","Situation","Bullied","Domestic_Violence","Gang_Related","Preplanned","Shots_Fired","lon","lat"
"347","20211008OKCOC","4",2021-10-08,"Fall","Comanche Middle School Comanche OK","Comanche Middle School","Comanche","OK","Middle","Cafeteria","Outside on School Property","No","After School",NA,"No","No","No",NA,NA,-97.9756111,34.362877
"348","20211013PACHD","4",2021-10-13,"Fall","Charles Kelly Elementary Drexel Hill PA","Charles Kelly Elementary","Drexel Hill","PA","Elementary","School Bus","School Bus","Yes","School Start","Indiscriminate Shooting","No","No","No","No",NA,-75.2878772,39.9364142
"349","20211015CAKEF","4",2021-10-15,"Fall","Kepler Community School Fresno CA","Kepler Community School","Fresno","CA","Elementary","Playground","Outside on School Property","Yes","Morning Classes","Hostage/Standoff","No","No","No","No","0",-119.7871247,36.7377981
"350","20211017ARROR","4",2021-10-17,NA,"Rogers High School Rogers AR","Rogers High School","Rogers","AR","High","Football Field/Track","Outside on School Property","No","Evening","Intentional Property Damage","No","No","No","No","16",-94.1467358,36.299969
"351","20211021GABES","4",2021-10-21,"Fall","Bethesda Academy Savannah GA","Bethesda Academy","Savannah","GA","6-12","Parking Lot","Outside on School Property","No","Evening","Indiscriminate Shooting","No","No","No","No",NA,-81.094732,31.958881
"352","19930912ALFAF","3",1993-09-12,"Fall","Fairfield High School Fairfield AL","Fairfield High School","Fairfield","AL","High","Football Field/Track","Outside on School Property","No","Sport Event","Illegal Activity","No","No","No","No",NA,-86.9082481,33.4912583
"353","20211109NMMEL","4",2021-11-09,"Fall","Mesilla Valley Leadership Academy Las Cruces NM","Mesilla Valley Leadership Academy","Las Cruces","NM",NA,"Beside Building","Outside on School Property","Yes","Morning Classes","Hostage/Standoff","No","No","No","No","1",-106.7938485,32.2756524
"354","20211123OHCLC","3",2021-11-23,"Fall","Cleveland School Bus Cleveland OH","Cleveland School Bus","Cleveland","OH",NA,"School Bus","School Bus","Yes","Before School","Illegal Activity","No","No","No","No",NA,-81.6692532,41.4787562
"355","20211130MIOXO","4",2021-11-30,"Fall","Oxford High School Oxford MI","Oxford High School","Oxford","MI","High","Inside School Building","Inside School Building","Yes","Afternoon Classes","Indiscriminate Shooting",NA,"No","No","Yes","20",-83.2612703,42.8382083
"356","20211125SCCEP","4",2021-11-04,"Fall","Central High School Pageland SC","Central High School","Pageland","SC","High","Outside on School Property","Outside on School Property","No","Night",NA,NA,"No","No","No",NA,-80.3569899,34.7543468
"357","20211201TXSAP","4",2021-12-01,"Winter","Sam Rayburn High School Pasadena TX","Sam Rayburn High School","Pasadena","TX","High","Football Field/Track","Outside on School Property","Yes","Morning Classes","Illegal Activity","No","No","No","No","1",-95.1801206,29.677582
"358","20211130CALOL","3",2021-11-30,"Fall","Los Angeles School Bus Los Angeles CA","Los Angeles School Bus","Los Angeles","CA",NA,"School Bus","School Bus","No","Evening","Intentional Property Damage","No","No","No","No",NA,-118.4396756,34.1825782
"359","20211102NMHIH","4",2021-11-02,"Fall","Highland Middle School Hobbs NM","Highland Middle School","Hobbs","NM","Middle","Parking Lot","Outside on School Property","Yes","Dismissal","Indiscriminate Shooting","No","No","No","No",NA,-103.122264,32.728664
"360","20211210OHCAC","4",2021-12-10,"Winter","Canal Winchester High School Canal Winchester OH","Canal Winchester High School","Canal Winchester","OH","High","Field (General)","Outside on School Property","No","Before School","Illegal Activity","No","No","No","No",NA,-82.8121144,39.8365312
"361","20211004NMSAS","3",2021-10-04,"Winter","Santa Fe Indian School Santa Fe NM","Santa Fe Indian School","Santa Fe","NM","6-12","Outside on School Property","Outside on School Property","Yes",NA,"Illegal Activity","No","No","No","No",NA,-105.9672397,35.6715057
"362","20200419NCABR","4",2020-04-19,"Spring","Abbotts Creek Elementary School Raleigh NC","Abbotts Creek Elementary School","Raleigh","NC","Elementary","Parking Lot","Outside on School Property","No","Night","Illegal Activity","No","No","No","No",NA,-78.5789463,35.902577
"363","20211217TXWOD","4",2021-12-17,"Fall","Woodrow Wilson Junior High Dayton TX","Woodrow Wilson Junior High","Dayton","TX","High","School Bus","School Bus","Yes","Dismissal","Drive-by Shooting","No","No","No","No","0",-94.8906438,30.0383336
"364","20220103WACHP","4",2022-01-03,"Winter","Childpeace Montessori School Portland OR","Childpeace Montessori School","Portland","OR","K-8","Front of School","Off School Property","Yes","Afternoon Classes","Drive-by Shooting","No","No","No","No","2",-122.6871461,45.5353438
"365","20220104ILAUR","4",2022-01-04,"Winter","Auburn High School Rockford IL","Auburn High School","Rockford","IL","High","Parking Lot","Outside on School Property","Yes","Afternoon Classes",NA,"No","No","No","No","5",-89.138098,42.2867708
"366","20220103OHCOC","3",2022-01-03,"Winter","Columbus School Bus Columbus OH","Columbus School Bus","Columbus","OH",NA,"School Bus","School Bus","Yes","Before School",NA,"No","No","No","No",NA,-82.9716617,39.9937453
"367","20170127ILSCN","4",2017-01-27,"Winter","Thomas G Scullen Middle School Naperville IL","Thomas G Scullen Middle School","Naperville","IL","Middle","Parking Lot","Outside on School Property","No","Evening","Unknown","No","No","No","No",NA,-88.2112406,41.6963492
"368","20220117TXPYH","4",2022-01-17,"Winter","Pyburn Elementary School Houston TX","Pyburn Elementary School","Houston","TX","Elementary","Parking Lot","Outside on School Property","No","Night","Illegal Activity","No","No","No","No",NA,-95.2204189,29.7623861
"369","20220127TXMOH","4",2022-01-27,"Winter","Montgomery Elementary School Houston TX","Montgomery Elementary School","Houston","TX","Elementary","Parking Lot","Outside on School Property","No","Night","Illegal Activity","No","No","No","No","99",-95.43657,29.620354
"370","20220114MDGAG","4",2022-01-14,"Winter","Gaithersburg High School Gaithersburg MD","Gaithersburg High School","Gaithersburg","MD","High","Parking Lot","Outside on School Property","Yes","School Start","Illegal Activity","No","No","No",NA,"0",-77.1952107,39.1352798
"371","20220128LACAM","4",2022-01-28,"Winter","Carroll High School Monroe LA","Carroll High School","Monroe","LA","High","Parking Lot","Outside on School Property","No","School Event","Illegal Activity","No","No","No","No","2",-92.0858612,32.5152015
"372","20220202KYLOR","4",2022-02-02,"Winter","Logan County Community Technology Center Russellville KY","Logan County Community Technology Center","Russellville","KY","High","Front of School","Outside on School Property","No","Before School","Intentional Property Damage","No","No","No","No","99",-86.887219,36.8453199
"373","20220203NCSPS","4",2022-02-03,"Winter","Speight Middle School Stantonsburg NC","Speight Middle School","Stantonsburg","NC","Middle","School Bus","School Bus","Yes","Dismissal",NA,"No","No","No","No",NA,-77.849744,35.6298826
"374","20220218MATET","4",2022-02-18,"Winter","Tewksbury High School Tewksbury MA","Tewksbury High School","Tewksbury","MA","High","Parking Lot","Outside on School Property","No","Sport Event","Drive-by Shooting","No","No","No","No","99",-71.2342248,42.6106478
"375","20220220OKWIW","4",2022-02-20,"Winter","Wilson Middle School Wilson OK","Wilson Middle School","Wilson","OK","Middle","Football Field/Track","Outside on School Property","No","Night","Illegal Activity","No","No","No","No","2",-97.4171729,34.1660019
"376","20220304KSOLO","4",2022-03-04,"Spring","Olathe East High School Olathe KS","Olathe East High School","Olathe","KS","High","Office","Inside School Building","Yes","Morning Classes",NA,"No","No","No",NA,"99",-94.7538396,38.8956297
"377","20220309TXNOH","3",2022-03-09,"Spring","Northside ISD Facility Houston TX","Northside ISD Facility","Houston","TX",NA,"School Bus","School Bus","No","Sport Event",NA,"No","No","No","No","1",-95.410934,29.8411303
