,fixed acidity,volatile acidity,citric acid,chlorides,free sulfur dioxide,pH,sulphates,alcohol,quality
3732,7.5,0.28,0.41,0.044000000000000004,11.0,3.28,0.45,10.3,5
3733,6.5,0.19,0.34,0.028999999999999998,39.0,3.21,0.68,12.5,6
3734,6.0,0.21,0.29,0.042,28.0,3.39,0.45,8.6,5
3735,6.1,0.22,0.46,0.16,34.0,3.19,0.33,13.4,6
3736,6.5,0.32,0.48,0.026000000000000002,18.0,3.22,0.79,12.7,4
3737,7.1,0.21,0.72,0.16699999999999998,65.0,2.97,0.51,9.2,5
3738,5.6,0.26,0.18,0.034,18.0,3.32,0.35,10.2,6
3739,7.0,0.15,0.28,0.051,29.0,2.96,0.39,9.0,7
3740,7.0,0.15,0.28,0.051,29.0,2.96,0.39,9.0,7
3741,7.0,0.15,0.28,0.051,29.0,2.96,0.39,9.0,7
3742,7.0,0.15,0.28,0.051,29.0,2.96,0.39,9.0,7
3743,7.0,0.15,0.28,0.051,29.0,2.96,0.39,9.0,7
3744,7.0,0.15,0.28,0.051,29.0,2.96,0.39,9.0,7
3745,7.0,0.15,0.28,0.051,29.0,2.96,0.39,9.0,7
3746,7.4,0.27,0.28,0.04,45.0,3.02,0.4,11.9,5
3747,6.8,0.22,0.3,0.07,67.0,2.89,0.42,9.0,6
3748,6.2,0.24,0.25,0.055,47.0,3.3,0.51,9.0,5
3749,6.3,0.28,0.29,0.051,40.0,3.43,0.59,11.0,6
3750,7.0,0.15,0.28,0.051,29.0,2.96,0.39,9.0,7
3751,5.5,0.17,0.23,0.039,10.0,3.28,0.5,10.0,5
3752,6.5,0.26,0.34,0.04,25.0,3.29,0.46,10.7,5
3753,6.6,0.27,0.33,0.042,24.0,3.29,0.46,10.7,5
3754,5.4,0.46,0.15,0.026000000000000002,29.0,3.39,0.77,13.4,8
3755,7.8,0.19,0.32,0.015,47.0,2.99,0.39,11.0,6
3756,5.5,0.17,0.23,0.039,10.0,3.28,0.5,10.0,5
3757,6.5,0.26,0.34,0.04,25.0,3.29,0.46,10.7,5
3758,6.6,0.27,0.33,0.042,24.0,3.29,0.46,10.7,5
3759,7.8,0.19,0.32,0.015,47.0,2.99,0.39,11.0,6
3760,7.8,0.2,0.32,0.016,31.0,2.99,0.39,11.0,6
3761,6.1,0.17,0.28,0.027999999999999997,22.0,3.16,0.37,11.1,7
3762,7.4,0.2,0.35,0.025,10.0,2.79,0.52,10.9,5
3763,6.7,0.39,0.24,0.017,22.0,3.03,0.37,11.5,5
3764,5.4,0.46,0.15,0.026000000000000002,29.0,3.39,0.77,13.4,8
3765,6.9,0.4,0.17,0.033,59.0,3.08,0.49,9.4,5
3766,6.9,0.4,0.17,0.033,59.0,3.08,0.49,9.4,5
3767,6.9,0.4,0.17,0.033,59.0,3.08,0.49,9.4,5
3768,6.3,0.24,0.29,0.035,53.0,3.17,0.38,10.6,6
3769,6.9,0.4,0.17,0.033,59.0,3.08,0.49,9.4,5
3770,7.4,0.27,0.31,0.013999999999999999,15.0,3.03,0.65,12.0,4
3771,6.1,0.27,0.28,0.042,61.0,3.14,0.42,10.2,6
3772,6.3,0.24,0.29,0.035,53.0,3.17,0.38,10.6,6
3773,5.0,0.61,0.12,0.009000000000000001,65.0,3.26,0.37,13.5,5
3774,6.7,0.42,0.39,0.04,61.0,3.31,0.58,9.7,5
3775,6.5,0.33,0.28,0.018000000000000002,41.0,3.24,0.32,12.2,6
3776,6.9,0.33,0.31,0.04,29.0,3.11,0.57,12.3,5
3777,6.5,0.33,0.28,0.018000000000000002,41.0,3.24,0.32,12.2,6
3778,6.3,0.15,0.3,0.022000000000000002,38.0,3.42,0.57,11.4,7
3779,6.5,0.32,0.45,0.022000000000000002,31.0,3.2,0.7,12.7,7
3780,6.7,0.42,0.39,0.04,61.0,3.31,0.58,9.7,5
3781,7.4,0.25,0.29,0.02,31.0,3.13,0.29,10.8,6
3782,7.6,0.27,0.3,0.018000000000000002,23.0,3.08,0.29,11.0,6
3783,6.4,0.27,0.45,0.05,52.0,3.18,0.48,9.5,5
3784,6.5,0.25,0.27,0.064,29.0,3.2,0.49,10.1,6
3785,5.6,0.19,0.31,0.027000000000000003,11.0,3.46,0.4,13.2,7
3786,7.4,0.29,0.48,0.037000000000000005,61.5,3.02,0.34,8.8,5
3787,6.4,0.34,0.44,0.043,54.0,3.18,0.48,9.5,5
3788,6.6,0.27,0.52,0.044000000000000004,53.0,3.18,0.48,9.5,5
3789,6.6,0.26,0.52,0.047,52.0,3.16,0.47,9.5,6
3790,6.4,0.27,0.45,0.05,52.0,3.18,0.48,9.5,5
3791,6.5,0.26,0.5,0.051,46.0,3.18,0.47,9.5,5
3792,6.8,0.25,0.3,0.043,53.0,3.03,0.58,10.4,6
3793,6.3,0.32,0.26,0.049,63.0,3.14,0.55,9.9,6
3794,5.5,0.24,0.45,0.046,22.0,3.22,0.48,10.0,5
3795,6.5,0.25,0.27,0.064,29.0,3.2,0.49,10.1,6
3796,6.6,0.13,0.29,0.055999999999999994,33.0,3.17,0.39,9.4,6
3797,7.0,0.39,0.21,0.098,13.0,3.03,0.47,9.3,5
3798,7.9,0.21,0.39,0.057,21.0,3.05,0.52,10.9,5
3799,7.0,0.3,0.28,0.042,21.0,3.2,0.57,11.4,5
3800,8.1,0.2,0.3,0.036000000000000004,7.0,2.99,0.73,10.3,5
3801,8.3,0.18,0.3,0.033,20.0,3.02,0.51,11.0,6
3802,7.9,0.21,0.39,0.057,21.0,3.05,0.52,10.9,5
3803,7.2,0.17,0.34,0.042,16.0,2.99,0.4,10.8,6
3804,8.1,0.2,0.3,0.036000000000000004,7.0,2.99,0.73,10.3,5
3805,8.3,0.18,0.3,0.033,20.0,3.02,0.51,11.0,6
3806,7.0,0.39,0.21,0.098,13.0,3.03,0.47,9.3,5
3807,6.8,0.21,0.62,0.040999999999999995,7.0,2.96,0.59,10.2,5
3808,6.9,0.21,0.62,0.042,7.0,2.96,0.59,10.2,6
3809,7.2,0.17,0.34,0.042,16.0,2.99,0.4,10.8,6
3810,6.8,0.26,0.34,0.06,42.0,3.24,0.52,10.5,3
3811,7.2,0.28,0.38,0.052000000000000005,23.0,3.13,0.52,11.1,5
3812,7.9,0.21,0.39,0.057,21.0,3.05,0.52,10.9,5
3813,7.0,0.3,0.28,0.042,21.0,3.2,0.57,11.4,5
3814,7.4,0.34,0.28,0.049,31.0,3.22,0.49,10.3,5
3815,6.3,0.43,0.32,0.042,18.0,3.28,0.33,12.9,7
3816,6.8,0.41,0.3,0.045,28.0,3.12,0.59,9.9,5
3817,6.3,0.4,0.24,0.036000000000000004,43.0,3.24,0.44,11.3,6
3818,5.1,0.35,0.26,0.034,36.0,3.38,0.4,11.5,6
3819,5.1,0.35,0.26,0.034,36.0,3.38,0.4,11.5,6
3820,6.3,0.3,0.2,0.039,34.0,3.0,0.38,10.7,5
3821,6.9,0.28,0.28,0.042,52.0,3.03,0.56,10.4,6
3822,7.0,0.33,0.28,0.033,39.0,3.17,0.64,12.5,6
3823,6.7,0.26,0.49,0.052000000000000005,48.0,3.19,0.48,9.5,5
3824,7.3,0.24,0.3,0.042,31.0,3.05,0.56,11.3,7
3825,6.7,0.46,0.21,0.034,12.0,3.26,0.54,13.0,6
3826,5.1,0.35,0.26,0.034,36.0,3.38,0.4,11.5,6
3827,5.1,0.23,0.18,0.053,13.0,3.22,0.39,11.5,5
3828,6.3,0.4,0.24,0.036000000000000004,43.0,3.24,0.44,11.3,6
3829,7.1,0.44,0.23,0.035,24.0,3.15,0.57,13.2,7
3830,4.8,0.26,0.23,0.034,23.0,3.46,0.28,11.5,7
3831,6.8,0.31,0.19,0.086,30.0,2.83,0.44,9.6,5
3832,6.8,0.31,0.19,0.086,30.0,2.83,0.44,9.6,5
3833,7.0,0.15,0.29,0.057999999999999996,45.0,3.15,0.37,9.7,6
3834,6.5,0.41,0.22,0.052000000000000005,49.0,3.14,0.62,9.2,5
3835,6.2,0.31,0.23,0.052000000000000005,34.0,3.16,0.48,8.4,5
3836,8.0,0.27,0.33,0.05,41.0,3.0,0.45,12.4,6
3837,8.0,0.27,0.33,0.05,41.0,3.0,0.45,12.4,6
3838,6.5,0.41,0.22,0.052000000000000005,49.0,3.14,0.62,9.2,5
3839,6.2,0.31,0.23,0.052000000000000005,34.0,3.16,0.48,8.4,5
3840,6.7,0.37,0.25,0.027999999999999997,24.0,3.14,0.36,11.7,6
3841,6.6,0.21,0.5,0.036000000000000004,41.0,2.96,0.56,11.0,6
3842,7.5,0.26,0.31,0.032,36.0,2.97,0.43,11.9,6
3843,7.5,0.34,0.28,0.027999999999999997,46.0,3.2,0.5,13.2,7
3844,6.7,0.37,0.25,0.027999999999999997,24.0,3.14,0.36,11.7,6
3845,6.4,0.32,0.23,0.055,36.0,3.26,0.54,9.1,5
3846,6.7,0.24,0.32,0.023,20.0,3.34,0.35,12.6,6
3847,6.4,0.32,0.23,0.055,36.0,3.26,0.54,9.1,5
3848,7.1,0.39,0.79,0.19399999999999998,23.0,3.17,0.46,10.5,6
3849,8.2,0.31,0.43,0.047,18.0,3.23,0.64,10.6,5
3850,6.7,0.24,0.32,0.023,20.0,3.34,0.35,12.6,6
3851,5.9,0.17,0.29,0.03,32.0,3.41,0.33,13.7,7
3852,5.9,0.2,0.23,0.037000000000000005,38.0,3.36,0.49,12.0,6
3853,6.6,0.32,0.26,0.031,26.0,3.4,0.73,12.5,7
3854,5.9,0.12,0.27,0.03,40.0,3.55,0.68,12.1,6
3855,5.9,0.18,0.29,0.032,68.0,3.21,0.38,11.3,6
3856,5.9,0.2,0.23,0.037000000000000005,38.0,3.36,0.49,12.0,6
3857,5.4,0.17,0.27,0.049,28.0,3.46,0.55,10.3,6
3858,6.1,0.21,0.3,0.039,47.0,3.27,0.31,12.7,6
3859,7.3,0.25,0.26,0.048,52.0,3.12,0.37,9.2,5
3860,7.3,0.25,0.26,0.048,52.0,3.12,0.37,9.2,5
3861,6.2,0.22,0.3,0.054000000000000006,108.0,3.1,0.47,9.5,6
3862,6.5,0.27,0.19,0.045,98.0,3.16,0.34,10.1,6
3863,6.5,0.27,0.19,0.045,98.0,3.16,0.34,10.1,6
3864,6.6,0.39,0.22,0.038,17.0,3.25,0.53,13.0,7
3865,6.0,0.31,0.38,0.04,41.0,3.24,0.56,13.1,6
3866,8.4,0.23,0.32,0.048,59.0,3.1,0.55,11.0,6
3867,7.3,0.25,0.26,0.048,52.0,3.12,0.37,9.2,5
3868,6.0,0.22,0.25,0.055999999999999994,112.0,3.08,0.36,9.4,6
3869,6.2,0.22,0.3,0.054000000000000006,108.0,3.1,0.47,9.5,6
3870,6.1,0.23,0.27,0.055,74.0,3.16,0.4,10.2,6
3871,6.5,0.27,0.19,0.045,98.0,3.16,0.34,10.1,6
3872,7.3,0.36,0.54,0.054000000000000006,63.0,3.06,0.49,8.6,4
3873,7.6,0.37,0.51,0.094,58.0,2.91,0.51,9.0,5
3874,6.7,0.26,0.51,0.062,50.0,3.13,0.5,9.6,5
3875,7.4,0.22,0.27,0.057,45.0,3.29,0.44,9.9,7
3876,6.1,0.22,0.28,0.059000000000000004,54.0,3.2,0.38,10.5,5
3877,7.1,0.28,0.31,0.053,20.0,3.15,0.5,11.4,5
3878,6.5,0.35,0.31,0.069,58.0,3.18,0.49,9.4,5
3879,6.8,0.73,0.2,0.054000000000000006,25.0,3.12,0.28,11.1,4
3880,6.0,0.28,0.24,0.047,42.0,3.1,0.45,8.9,6
3881,6.0,0.28,0.24,0.047,42.0,3.1,0.45,8.9,6
3882,7.1,0.2,0.37,0.049,28.0,3.15,0.52,10.8,5
3883,6.8,0.33,0.31,0.045,34.0,3.06,0.55,12.2,6
3884,6.0,0.28,0.24,0.047,42.0,3.1,0.45,8.9,6
3885,7.2,0.24,0.36,0.028999999999999998,21.0,3.13,0.63,12.5,6
3886,6.8,0.33,0.31,0.045,34.0,3.06,0.55,12.2,6
3887,7.2,0.24,0.36,0.028999999999999998,21.0,3.13,0.63,12.5,6
3888,6.0,0.28,0.24,0.047,42.0,3.1,0.45,8.9,6
3889,6.2,0.27,0.26,0.046,43.0,3.16,0.37,10.8,6
3890,6.4,0.38,0.26,0.043,28.0,2.99,0.31,11.4,6
3891,7.1,0.2,0.37,0.049,28.0,3.15,0.52,10.8,5
3892,6.0,0.21,0.3,0.036000000000000004,47.0,3.18,0.39,10.6,5
3893,7.0,0.34,0.1,0.044000000000000004,17.0,3.01,0.39,9.2,5
3894,5.9,0.435,0.16,0.031,21.0,3.24,0.46,12.2,6
3895,7.0,0.25,0.33,0.021,17.0,3.26,0.45,12.3,6
3896,6.7,0.26,0.29,0.038,40.0,3.23,0.56,10.4,6
3897,7.0,0.24,0.3,0.035,72.0,2.99,0.57,10.4,6
3898,8.5,0.23,0.34,0.035,54.0,3.07,0.55,11.0,7
3899,6.0,0.21,0.3,0.036000000000000004,47.0,3.18,0.39,10.6,5
3900,7.0,0.34,0.1,0.044000000000000004,17.0,3.01,0.39,9.2,5
3901,4.8,0.65,0.12,0.013000000000000001,4.0,3.32,0.36,13.5,4
3902,6.1,0.22,0.38,0.14400000000000002,12.0,2.95,0.64,11.4,6
3903,5.8,0.27,0.26,0.071,26.0,3.1,0.38,11.5,6
3904,5.0,0.455,0.18,0.036000000000000004,33.0,3.21,0.83,14.0,7
3905,6.5,0.33,0.3,0.036000000000000004,34.0,3.25,0.63,12.5,7
3906,6.5,0.33,0.3,0.036000000000000004,34.0,3.25,0.63,12.5,7
3907,6.7,0.31,0.3,0.038,30.0,3.09,0.36,12.8,7
3908,6.2,0.39,0.24,0.037000000000000005,45.0,3.23,0.43,11.2,7
3909,6.2,0.39,0.24,0.037000000000000005,45.0,3.23,0.43,11.2,7
3910,7.1,0.37,0.3,0.04,49.0,3.17,0.27,13.6,6
3911,7.2,0.23,0.82,0.149,70.0,2.93,0.42,9.2,6
3912,6.5,0.33,0.3,0.036000000000000004,34.0,3.25,0.63,12.5,7
3913,7.2,0.25,0.32,0.054000000000000006,24.0,3.17,0.48,11.1,6
3914,6.2,0.39,0.24,0.037000000000000005,45.0,3.23,0.43,11.2,7
3915,4.7,0.455,0.18,0.036000000000000004,33.0,3.21,0.83,14.0,7
3916,7.1,0.37,0.3,0.04,49.0,3.17,0.27,13.6,6
3917,6.2,0.28,0.51,0.055999999999999994,49.0,3.18,0.52,9.4,5
3918,6.4,0.35,0.28,0.037000000000000005,31.0,3.12,0.4,14.2,7
3919,6.6,0.31,0.28,0.035,28.0,3.0,0.4,13.2,6
3920,7.4,0.25,0.37,0.05,24.0,3.04,0.53,11.2,6
3921,7.3,0.36,0.34,0.057,46.0,3.14,0.57,10.2,5
3922,6.7,0.31,0.3,0.038,30.0,3.09,0.36,12.8,7
3923,8.6,0.31,0.3,0.045,16.0,2.95,0.39,10.1,5
3924,8.6,0.31,0.3,0.045,16.0,2.95,0.39,10.1,5
3925,8.6,0.22,0.33,0.031,38.0,2.83,0.31,10.3,5
3926,6.9,0.14,0.29,0.055999999999999994,30.0,3.19,0.33,9.9,6
3927,6.5,0.22,0.31,0.046,17.0,3.15,0.31,11.5,5
3928,6.6,0.32,0.47,0.063,27.0,3.18,0.56,9.0,5
3929,6.6,0.32,0.47,0.063,27.0,3.18,0.56,9.0,5
3930,6.1,0.28,0.26,0.03,25.0,3.03,0.41,12.1,6
3931,6.2,0.3,0.28,0.036000000000000004,28.0,3.14,0.41,13.3,6
3932,6.9,0.22,0.28,0.05,43.0,3.22,0.6,11.5,8
3933,8.7,0.31,0.21,0.039,28.0,2.96,0.52,11.0,4
3934,7.3,0.27,0.3,0.04,26.0,3.28,0.53,10.7,6
3935,7.0,0.46,0.2,0.046,50.0,3.08,0.56,9.4,5
3936,5.7,0.23,0.25,0.042,16.0,3.44,0.61,10.3,6
3937,6.5,0.36,0.36,0.185,51.5,3.17,0.42,9.3,5
3938,8.2,0.18,0.38,0.04,41.0,2.88,0.6,12.0,6
3939,6.2,0.27,0.32,0.048,47.0,3.21,0.6,11.0,6
3940,6.9,0.4,0.37,0.053,36.0,3.16,0.5,9.3,5
3941,4.9,0.345,0.34,0.068,32.0,3.24,0.4,10.1,5
3942,7.2,0.23,0.39,0.053,26.0,3.18,0.47,11.1,6
3943,6.4,0.2,0.15,0.046,26.0,2.99,0.58,9.9,6
3944,6.1,0.27,0.32,0.048,47.0,3.22,0.6,11.0,6
3945,6.2,0.27,0.32,0.048,47.0,3.21,0.6,11.0,6
3946,6.0,0.3,0.33,0.042,31.0,3.32,0.42,12.5,6
3947,6.1,0.3,0.32,0.042,41.0,3.31,0.44,12.7,7
3948,5.7,0.14,0.3,0.045,26.0,3.32,0.45,9.3,5
3949,6.9,0.4,0.37,0.053,36.0,3.16,0.5,9.3,5
3950,4.9,0.345,0.34,0.068,32.0,3.24,0.4,10.1,5
3951,6.3,0.33,0.2,0.066,36.0,3.14,0.51,8.8,5
3952,7.0,0.16,0.3,0.043,34.0,2.88,0.47,11.2,6
3953,8.4,0.22,0.3,0.038,45.0,3.13,0.54,10.8,7
3954,6.3,0.33,0.2,0.066,36.0,3.14,0.51,8.8,5
3955,7.0,0.16,0.3,0.043,34.0,2.88,0.47,11.2,6
3956,5.4,0.24,0.18,0.05,22.0,3.24,0.46,10.3,5
3957,7.7,0.31,0.36,0.026000000000000002,15.0,3.11,0.48,12.0,5
3958,5.6,0.185,0.19,0.048,36.0,3.26,0.41,9.5,6
3959,5.6,0.185,0.19,0.048,36.0,3.26,0.41,9.5,6
3960,6.6,0.43,0.24,0.04,54.0,3.14,0.54,9.8,6
3961,7.6,0.39,0.46,0.084,55.0,2.91,0.51,9.0,5
3962,7.2,0.58,0.27,0.032,40.0,3.17,0.53,13.0,7
3963,6.0,0.34,0.32,0.044000000000000004,13.0,3.39,0.44,11.8,7
3964,7.5,0.35,0.48,0.055999999999999994,61.0,2.97,0.52,8.8,5
3965,7.3,0.38,0.23,0.05,18.0,3.1,0.55,11.2,4
3966,5.4,0.185,0.19,0.048,36.0,3.26,0.41,9.5,6
3967,6.3,0.27,0.51,0.049,35.0,3.16,0.54,9.4,4
3968,6.5,0.29,0.52,0.049,35.0,3.16,0.51,9.5,6
3969,6.4,0.17,0.3,0.034,33.0,3.03,0.49,10.4,6
3970,6.7,0.18,0.31,0.035,42.0,3.08,0.49,9.8,7
3971,6.4,0.17,0.3,0.034,33.0,3.03,0.49,10.4,6
3972,6.8,0.37,0.67,0.175,16.0,3.06,0.56,10.3,6
3973,6.3,0.27,0.51,0.049,35.0,3.16,0.54,9.4,4
3974,6.5,0.29,0.52,0.049,35.0,3.16,0.51,9.5,6
3975,6.1,0.24,0.26,0.033,61.0,3.19,0.81,11.9,7
3976,7.0,0.32,0.29,0.025,35.0,3.15,0.65,12.8,7
3977,6.9,0.27,0.25,0.03,18.0,3.09,0.38,13.0,6
3978,6.5,0.29,0.53,0.04,41.0,3.26,0.59,10.4,7
3979,6.5,0.29,0.52,0.034,41.0,3.25,0.59,10.4,6
3980,6.1,0.22,0.25,0.035,54.0,3.21,0.4,10.7,5
3981,6.3,0.22,0.27,0.036000000000000004,81.0,3.05,0.76,10.7,7
3982,6.1,0.24,0.26,0.033,61.0,3.19,0.81,11.9,7
3983,5.6,0.23,0.25,0.043,31.0,3.19,0.42,10.4,6
3984,7.0,0.32,0.29,0.025,35.0,3.15,0.65,12.8,7
3985,6.8,0.11,0.27,0.044000000000000004,45.0,3.2,0.37,9.9,6
3986,6.8,0.11,0.27,0.044000000000000004,45.0,3.2,0.37,9.9,6
3987,7.3,0.23,0.41,0.048,73.0,3.16,0.71,9.4,6
3988,6.1,0.2,0.17,0.048,46.0,3.3,0.43,11.4,6
3989,6.8,0.11,0.27,0.044000000000000004,45.0,3.2,0.37,9.9,6
3990,7.3,0.23,0.41,0.048,73.0,3.16,0.71,9.4,6
3991,6.9,0.2,0.41,0.06,36.0,2.99,0.39,9.2,5
3992,6.7,0.19,0.32,0.040999999999999995,26.0,2.9,0.57,10.5,7
3993,6.7,0.28,0.34,0.048,32.0,3.25,0.54,11.0,7
3994,6.7,0.28,0.34,0.048,32.0,3.25,0.54,11.0,7
3995,8.0,0.37,0.31,0.038,3.0,2.9,0.72,12.1,5
3996,6.7,0.28,0.34,0.048,32.0,3.25,0.54,11.0,7
3997,6.0,0.26,0.29,0.040999999999999995,37.0,3.22,0.39,12.8,7
3998,6.4,0.24,0.49,0.053,25.0,3.01,0.98,10.5,6
3999,6.4,0.24,0.49,0.053,25.0,3.01,0.98,10.5,6
4000,6.4,0.24,0.49,0.053,25.0,3.01,0.98,10.5,6
4001,6.4,0.25,0.57,0.062,21.0,3.0,0.4,9.5,5
4002,6.1,0.25,0.48,0.052000000000000005,25.0,3.07,0.45,9.2,6
4003,6.8,0.14,0.35,0.047,40.0,3.07,0.72,11.1,6
4004,6.5,0.38,0.26,0.042,33.0,3.06,0.5,12.3,7
4005,6.8,0.14,0.35,0.047,40.0,3.07,0.72,11.1,6
4006,5.4,0.15,0.32,0.037000000000000005,10.0,3.04,0.58,12.6,6
4007,6.4,0.25,0.57,0.062,21.0,3.0,0.4,9.5,5
4008,6.1,0.25,0.48,0.052000000000000005,25.0,3.07,0.45,9.2,6
4009,6.8,0.22,0.32,0.054000000000000006,40.0,3.2,0.57,10.8,6
4010,7.2,0.21,0.29,0.044000000000000004,39.0,3.0,0.6,11.3,6
4011,6.0,0.26,0.29,0.040999999999999995,37.0,3.22,0.39,12.8,7
4012,6.4,0.24,0.49,0.053,25.0,3.01,0.98,10.5,6
4013,6.5,0.46,0.24,0.051,56.0,3.08,0.56,9.8,6
4014,6.5,0.18,0.48,0.054000000000000006,56.0,2.98,0.61,8.5,6
4015,6.2,0.32,0.12,0.054000000000000006,6.0,3.16,0.5,9.3,5
4016,7.2,0.4,0.24,0.055,45.0,3.2,0.52,9.2,5
4017,5.9,0.23,0.24,0.037000000000000005,32.0,3.21,0.51,11.4,6
4018,6.4,0.18,0.48,0.054000000000000006,56.0,2.98,0.61,8.5,6
4019,6.2,0.32,0.12,0.054000000000000006,6.0,3.16,0.5,9.3,5
4020,6.4,0.37,0.12,0.055999999999999994,6.0,3.06,0.46,8.4,4
4021,7.0,0.23,0.42,0.062,35.0,3.04,0.4,9.2,5
4022,7.2,0.4,0.24,0.055,45.0,3.2,0.52,9.2,5
4023,7.6,0.19,0.37,0.033,52.0,3.18,0.79,10.4,6
4024,6.0,0.28,0.27,0.046,50.0,3.27,0.56,11.6,6
4025,6.2,0.32,0.45,0.028999999999999998,37.0,3.25,0.6,12.4,6
4026,7.6,0.19,0.37,0.033,52.0,3.18,0.79,10.4,6
4027,6.4,0.26,0.26,0.052000000000000005,22.0,3.09,0.54,9.3,5
4028,5.9,0.25,0.27,0.028999999999999998,37.0,3.2,0.46,12.2,6
4029,6.1,0.28,0.3,0.031,33.0,3.22,0.46,11.0,6
4030,6.9,0.19,0.38,0.023,30.0,3.11,0.38,11.4,5
4031,6.4,0.29,0.57,0.06,15.0,3.06,0.41,9.5,5
4032,6.8,0.27,0.22,0.034,16.0,3.07,0.53,9.2,5
4033,7.5,0.26,0.38,0.021,23.0,3.13,0.62,11.1,6
4034,6.8,0.27,0.22,0.034,16.0,3.07,0.53,9.2,5
4035,6.4,0.2,0.22,0.032,53.0,3.24,0.58,11.0,6
4036,7.3,0.33,0.22,0.040999999999999995,40.0,3.14,0.48,9.9,5
4037,7.3,0.34,0.22,0.044000000000000004,43.0,3.14,0.46,9.9,5
4038,6.4,0.29,0.57,0.06,15.0,3.06,0.41,9.5,5
4039,6.1,1.1,0.16,0.033,8.0,3.35,0.47,12.4,4
4040,6.3,0.24,0.29,0.052000000000000005,48.0,3.21,0.5,9.4,5
4041,6.2,0.24,0.22,0.053,45.0,3.23,0.52,9.3,5
4042,7.4,0.16,0.27,0.05,25.0,2.9,0.43,8.7,7
4043,7.4,0.16,0.27,0.05,25.0,2.9,0.43,8.7,7
4044,7.4,0.16,0.27,0.05,25.0,2.9,0.43,8.7,7
4045,7.4,0.16,0.27,0.05,25.0,2.9,0.43,8.7,7
4046,7.2,0.17,0.28,0.05,33.0,2.94,0.43,9.0,7
4047,6.9,0.19,0.35,0.038,49.0,3.0,0.63,10.7,6
4048,6.9,0.19,0.35,0.038,49.0,3.0,0.63,10.7,6
4049,6.8,0.16,0.36,0.034,32.0,3.02,0.58,11.3,6
4050,7.4,0.16,0.27,0.05,25.0,2.9,0.43,8.7,7
4051,6.8,0.3,0.27,0.027999999999999997,22.0,2.96,0.38,11.7,6
4052,6.2,0.24,0.22,0.053,45.0,3.23,0.52,9.3,5
4053,7.4,0.16,0.27,0.05,25.0,2.9,0.43,8.7,7
4054,7.2,0.17,0.28,0.05,33.0,2.94,0.43,9.0,7
4055,6.8,0.3,0.27,0.027999999999999997,22.0,2.96,0.38,11.7,6
4056,6.5,0.43,0.18,0.032,25.0,3.23,0.51,10.7,5
4057,6.6,0.17,0.36,0.036000000000000004,38.0,3.05,0.54,11.4,6
4058,6.9,0.19,0.35,0.038,49.0,3.0,0.63,10.7,6
4059,6.8,0.16,0.36,0.034,32.0,3.02,0.58,11.3,6
4060,6.4,0.41,0.01,0.048,20.0,3.19,0.42,10.0,5
4061,6.4,0.41,0.01,0.048,20.0,3.19,0.42,10.0,5
4062,7.4,0.36,0.32,0.036000000000000004,27.0,3.15,0.49,11.2,6
4063,6.1,0.17,0.21,0.09,44.0,3.07,0.41,9.7,5
4064,5.5,0.28,0.21,0.032,23.0,3.42,0.42,12.5,5
4065,6.6,0.5,0.26,0.028999999999999998,32.0,3.27,0.78,12.9,8
4066,7.1,0.44,0.27,0.057,60.0,3.16,0.36,11.8,6
4067,6.9,0.38,0.28,0.062,22.0,3.16,0.72,10.6,5
4068,7.1,0.44,0.27,0.057,60.0,3.16,0.36,11.8,6
4069,6.2,0.24,0.28,0.049,54.0,3.19,0.37,10.7,6
4070,6.1,0.28,0.27,0.048,41.0,3.21,0.51,9.9,5
4071,7.6,0.26,0.32,0.048,23.0,2.96,0.46,12.0,6
4072,7.5,0.16,0.38,0.043,70.5,3.15,0.82,10.4,7
4073,6.5,0.36,0.16,0.054000000000000006,11.0,3.19,0.39,8.5,5
4074,6.6,0.35,0.19,0.06,15.0,3.13,0.38,9.9,4
4075,5.7,0.25,0.26,0.049,52.5,3.08,0.45,9.4,6
4076,7.4,0.37,0.26,0.05,33.0,3.13,0.46,10.4,5
4077,5.7,0.25,0.21,0.044000000000000004,21.0,3.3,0.59,11.0,6
4078,5.8,0.23,0.21,0.044000000000000004,21.0,3.3,0.57,11.0,6
4079,5.4,0.265,0.28,0.052000000000000005,27.0,3.19,0.38,10.4,6
4080,5.7,0.25,0.27,0.05,58.0,3.1,0.5,9.8,6
4081,5.7,0.25,0.26,0.049,52.5,3.08,0.45,9.4,6
4082,5.9,0.23,0.28,0.046,37.0,3.23,0.53,10.6,6
4083,6.2,0.3,0.32,0.052000000000000005,32.0,3.28,0.44,10.1,5
4084,6.5,0.33,0.24,0.048,20.0,3.06,0.3,11.5,8
4085,7.4,0.26,0.29,0.048,14.0,3.06,0.45,11.4,6
4086,7.0,0.2,0.4,0.057999999999999996,30.0,3.03,0.38,9.2,6
4087,6.5,0.21,0.42,0.059000000000000004,33.0,3.12,0.38,9.7,6
4088,7.3,0.25,0.27,0.047,16.0,3.07,0.46,11.3,6
4089,6.8,0.27,0.24,0.098,36.0,3.15,0.49,9.6,6
4090,6.7,0.24,0.3,0.07,44.0,2.86,0.46,8.9,6
4091,6.4,0.14,0.28,0.057,21.0,3.26,0.36,10.0,6
4092,6.4,0.5,0.2,0.059000000000000004,19.0,3.18,0.4,9.2,6
4093,6.6,0.41,0.27,0.11,20.0,3.08,0.41,9.0,6
